id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_0494_b7f48923,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",86,0,2,1759,7278,9,8,33,32,9,8,4658,10696,10696,4658,50,62
PARTIDA_0495_f04cd4d1,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",81,0,3,0,7152,8,8,29,30,8,8,1917,14786,14786,1917,32,156
PARTIDA_0496_fc3a67da,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",73,3,0,6178,0,7,8,26,28,7,8,12276,3909,3909,12276,82,47
PARTIDA_0497_5b399ade,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",26,0,2,1959,6678,3,3,11,11,3,3,2090,5734,5734,2090,27,23
PARTIDA_0498_c9d930ad,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",60,2,1,4203,1959,7,7,25,22,7,7,8115,5070,5070,8115,47,98
PARTIDA_0499_6e938f5d,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",73,1,3,0,3459,6,8,27,28,6,8,7056,10725,10725,7056,83,109
PARTIDA_0500_b667d296,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,1,4979,1959,4,4,14,15,4,4,6580,3046,3046,6580,22,23
PARTIDA_0501_2186f1d9,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",67,2,1,5319,1959,6,8,24,27,6,8,9868,4727,4727,9868,65,62
PARTIDA_0502_b7cffda1,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,0,7278,1959,6,5,23,21,6,5,7941,593,593,7941,66,12
PARTIDA_0503_a36f8c42,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",75,0,3,0,6678,8,9,28,30,8,9,3612,12922,12922,3612,53,94
PARTIDA_0504_38af4ffd,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",86,1,3,0,5319,8,9,31,32,8,9,5424,13244,13244,5424,66,172
PARTIDA_0505_cba1a48d,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",30,0,2,1959,6900,4,4,15,15,4,4,1274,6561,6561,1274,18,25
PARTIDA_0506_76a818bc,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",78,0,3,0,7278,7,8,28,31,7,8,3200,12867,12867,3200,35,92
PARTIDA_0507_03dae607,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",139,0,3,0,7278,11,13,49,49,11,13,8664,20378,20378,8664,109,178
PARTIDA_0508_4ab8d989,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",141,3,0,5518,0,13,13,50,51,13,13,14381,8446,8446,14381,144,103
PARTIDA_0509_2384c3f6,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,1,3246,1959,7,7,23,24,7,7,8543,5752,5752,8543,91,40
PARTIDA_0510_3c2c13bf,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",88,0,2,999,7245,10,9,32,33,10,9,4800,11103,11103,4800,84,90
PARTIDA_0511_9328a9e5,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",63,0,3,0,6777,6,6,24,24,6,6,3574,11637,11637,3574,50,99
PARTIDA_0512_4e211786,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,1,2,1959,5319,4,4,13,15,4,4,3185,6998,6998,3185,40,23
PARTIDA_0513_98e0fe70,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",94,2,0,7278,565,10,9,36,35,10,9,12052,3822,3822,12052,133,57
PARTIDA_0514_c3526a55,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",62,0,2,1959,7278,5,6,21,23,5,6,2290,9135,9135,2290,18,56
PARTIDA_0515_2da03f8d,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",43,0,2,1959,5838,4,5,17,19,4,5,1972,7230,7230,1972,22,62
PARTIDA_0516_0322f487,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",61,0,2,1829,5718,7,6,24,24,7,6,4517,10266,10266,4517,64,79
PARTIDA_0517_8ed94eaf,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",41,0,2,1581,6396,4,5,15,17,4,5,2341,7840,7840,2341,39,35
PARTIDA_0518_f1fd2fb2,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Más torres restantes",191,2,1,4908,2330,18,20,67,68,18,20,16136,9247,9247,16136,190,118
PARTIDA_0519_fdae8a17,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",95,0,3,0,6003,10,10,36,36,10,10,5323,13899,13899,5323,75,153
PARTIDA_0520_98d966c6,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",68,0,3,0,5678,8,8,27,28,8,8,3891,11931,11931,3891,50,110
PARTIDA_0521_f9c70b77,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",66,2,0,6286,1959,5,7,22,25,5,7,8098,3250,3250,8098,39,43
PARTIDA_0522_9fb15c74,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",111,1,2,1959,5319,9,10,38,42,9,10,7214,13983,13983,7214,86,124
PARTIDA_0523_4bbc5a60,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,0,7278,1959,4,4,14,15,4,4,7485,1857,1857,7485,35,25
PARTIDA_0524_9ca2a1c1,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",83,2,2,1465,1146,8,8,30,29,8,8,9181,10433,10433,9181,111,118
PARTIDA_0525_99cc1a92,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",61,0,2,1959,6369,7,7,24,25,7,7,3728,9804,9804,3728,39,67
PARTIDA_0526_e86a4d49,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,1,5319,1959,5,5,20,20,5,5,9682,4794,4794,9682,65,56
PARTIDA_0527_ab0462b6,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",81,0,3,0,6233,8,8,31,29,8,8,4763,12425,12425,4763,65,122
PARTIDA_0528_a07baa0c,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,0,5813,1959,6,6,24,23,6,6,9174,5248,5248,9174,50,50
PARTIDA_0529_05f8fc36,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",28,2,0,5638,1959,3,3,12,11,3,3,7210,2857,2857,7210,30,22
PARTIDA_0530_2ce3ce12,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",96,3,0,7278,0,11,8,37,33,11,8,15888,4606,4606,15888,161,57
PARTIDA_0531_53a29f62,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",71,1,3,0,4639,6,7,24,27,6,7,5780,15440,15440,5780,55,146
PARTIDA_0532_af457db0,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",82,0,2,1304,7278,7,9,29,32,7,9,4064,12610,12610,4064,54,134
PARTIDA_0533_5f2f038e,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,1,3813,1719,6,6,24,22,6,6,9163,7564,7564,9163,48,94
PARTIDA_0534_59771562,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",167,2,1,3889,1309,13,18,60,59,13,18,16958,13775,13775,16958,111,181
PARTIDA_0535_0274670d,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",103,1,2,598,4146,9,11,39,38,9,11,10537,11906,11906,10537,66,162
PARTIDA_0536_33bbad3a,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",81,0,2,1408,7278,7,8,32,30,7,8,2642,12665,12665,2642,37,145
PARTIDA_0537_95b0f5a4,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",38,1,2,1959,3959,4,4,15,16,4,4,4776,6505,6505,4776,27,34
PARTIDA_0538_e990a3c0,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",89,2,1,2715,1833,9,10,33,34,9,10,10751,8531,8531,10751,138,98
PARTIDA_0539_8211d706,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",79,0,2,1008,6078,6,8,27,31,6,8,3878,13112,13112,3878,40,139
PARTIDA_0540_c3414fd1,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Más torres restantes",179,1,0,4438,1226,17,16,62,62,17,16,13962,16289,16289,13962,127,189
PARTIDA_0541_ea4d1097,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",73,1,3,0,3300,8,8,27,28,8,8,7899,12159,12159,7899,136,121
PARTIDA_0542_7e4f0f55,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,3,1,2079,0,6,7,25,26,6,7,11158,7249,7249,11158,114,71
PARTIDA_0543_41719c17,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",77,3,0,5478,0,9,7,31,30,9,7,12871,6557,6557,12871,155,75
PARTIDA_0544_99f0411b,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,1,4299,1959,7,5,24,22,7,5,9090,6318,6318,9090,78,46
PARTIDA_0545_d70c3970,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",56,0,2,1959,5518,5,6,22,21,5,6,4370,8014,8014,4370,39,92
PARTIDA_0546_fda1e834,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,0,7278,1833,6,5,21,21,6,5,11163,3042,3042,11163,56,35
PARTIDA_0547_c18c601f,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",72,2,1,3907,1959,8,8,29,27,8,8,8250,6620,6620,8250,95,90
PARTIDA_0548_20ac1d46,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",46,2,1,3839,1959,5,5,19,19,5,5,7769,5695,5695,7769,59,48
PARTIDA_0549_7b06af7f,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1959,6558,4,4,15,16,4,4,1914,7851,7851,1914,26,36
PARTIDA_0550_93520a89,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",70,2,2,2667,1959,7,8,26,27,7,8,10606,8358,8358,10606,93,93
PARTIDA_0551_101e869d,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",53,0,2,1281,7278,4,7,18,23,4,7,3032,8485,8485,3032,42,102
PARTIDA_0552_b1b2a856,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",119,3,0,7278,0,10,12,44,44,10,12,13095,8076,8076,13095,127,108
PARTIDA_0553_ab7cca55,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,0,7278,1806,6,6,25,25,6,6,10147,2680,2680,10147,84,31
PARTIDA_0554_459cb59c,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",86,2,0,7278,1959,8,7,32,33,8,7,11081,3076,3076,11081,69,33
PARTIDA_0555_5210a5ad,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",98,3,0,7278,0,9,9,34,33,9,9,12522,3032,3032,12522,122,57
PARTIDA_0556_c71d9df0,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,1,3711,1959,4,4,15,15,4,4,7238,4530,4530,7238,38,24
PARTIDA_0557_7389be54,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,0,7278,1959,7,7,27,26,7,7,11003,2911,2911,11003,49,45
PARTIDA_0558_62cab43d,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",51,2,0,7278,1959,4,4,18,18,4,4,7820,1264,1264,7820,23,19
PARTIDA_0559_0a7c67d5,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",82,3,0,7278,0,8,8,31,29,8,8,13807,4019,4019,13807,89,42
PARTIDA_0560_384df41b,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",35,2,0,7278,1959,4,4,17,15,4,4,7890,1363,1363,7890,30,24
PARTIDA_0561_eca33816,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Más torres restantes",249,2,1,2019,2573,26,20,88,84,26,20,26392,22519,22519,26392,294,218
PARTIDA_0562_e1c29f1f,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,0,6563,1959,6,7,23,23,6,7,8275,3705,3705,8275,29,50
PARTIDA_0563_f7b0a5fc,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",53,0,2,1959,6270,5,6,21,22,5,6,1804,6656,6656,1804,27,40
PARTIDA_0564_cb2d2ca0,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",76,3,0,5458,0,7,7,30,27,7,7,12086,6081,6081,12086,69,65
PARTIDA_0565_7a00f983,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,1,3559,1959,5,7,23,25,5,7,9721,7105,7105,9721,68,99
PARTIDA_0566_4cd9b42e,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,1,5319,1559,7,6,25,24,7,6,9716,7214,7214,9716,64,68
PARTIDA_0567_cb821340,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",107,2,1,5099,1959,12,10,40,40,12,10,11561,9353,9353,11561,171,112
PARTIDA_0568_269d8c07,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",71,0,3,0,6360,7,7,28,26,7,7,2563,13573,13573,2563,42,124
PARTIDA_0569_182c4c03,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",139,0,3,0,7278,14,13,51,50,14,13,5306,13540,13540,5306,89,183
PARTIDA_0570_fd938cb5,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",53,3,0,7278,0,5,4,19,19,5,4,12712,1674,1674,12712,128,32
PARTIDA_0571_ff2c7693,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",128,2,2,2840,1959,14,10,48,46,14,10,12374,11312,11312,12374,148,94
PARTIDA_0572_140a8010,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",83,2,0,5625,1128,9,9,30,30,9,9,10123,5474,5474,10123,164,72
PARTIDA_0573_c8dd004a,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",36,0,2,1959,7278,5,4,17,16,5,4,2293,7219,7219,2293,40,17
PARTIDA_0574_998fdc2a,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",48,2,0,7278,1959,5,5,18,19,5,5,8415,1985,1985,8415,78,27
PARTIDA_0575_d6b9d2ad,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",92,3,0,7278,0,9,9,35,34,9,9,13788,3944,3944,13788,120,44
PARTIDA_0576_643f06d8,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,0,6825,1959,4,4,14,14,4,4,7227,2303,2303,7227,30,32
PARTIDA_0577_60d4eb04,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",99,3,0,6678,0,8,8,34,35,8,8,17848,5010,5010,17848,83,54
PARTIDA_0578_5c6ab254,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1959,7278,4,4,15,15,4,4,1461,7328,7328,1461,23,24
PARTIDA_0579_3db9e97d,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",49,0,3,0,6678,5,5,19,20,5,5,4666,9593,9593,4666,56,42
PARTIDA_0580_40fb696e,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",72,1,2,1959,5319,6,7,27,26,6,7,5254,11225,11225,5254,68,99
PARTIDA_0581_5f28d91b,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",58,1,2,1119,4412,6,5,21,20,6,5,5088,8694,8694,5088,77,72
PARTIDA_0582_78ce37a7,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",91,2,0,5578,933,10,7,32,30,10,7,14709,6194,6194,14709,188,59
PARTIDA_0583_99236c1d,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",110,2,1,5217,1959,10,10,41,40,10,10,12024,6829,6829,12024,113,88
PARTIDA_0584_e8ae1a54,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1959,7278,3,4,12,15,3,4,1961,6664,6664,1961,26,22
PARTIDA_0585_884cfd59,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,0,5658,1959,4,3,14,13,4,3,6274,2850,2850,6274,29,23
PARTIDA_0586_00a538cb,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,1,3279,1959,4,4,14,14,4,4,6957,5937,5937,6957,31,42
PARTIDA_0587_ff2196b5,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",60,0,2,1959,6678,5,5,21,22,5,5,2370,8091,8091,2370,25,41
PARTIDA_0588_6eb78ffd,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",41,2,0,5790,1959,5,5,17,16,5,5,8527,3001,3001,8527,61,40
PARTIDA_0589_8a04912b,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",31,2,1,5319,1926,4,4,13,14,4,4,7394,3755,3755,7394,33,33
PARTIDA_0590_8856fb95,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",44,2,0,7278,1959,5,5,20,18,5,5,8200,1826,1826,8200,51,21
PARTIDA_0591_fa4c6b7d,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",33,1,2,1959,2575,4,4,14,14,4,4,6269,6911,6911,6269,46,43
PARTIDA_0592_086b69f9,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",105,2,0,6618,654,10,11,37,39,10,11,11638,5020,5020,11638,119,57
PARTIDA_0593_6fd04058,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",89,1,2,1959,5319,7,8,33,33,7,8,6000,9229,9229,6000,62,70
PARTIDA_0594_1fec8b7a,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",46,0,2,1767,6900,5,5,19,17,5,5,1256,7352,7352,1256,18,69
PARTIDA_0595_d388e052,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",53,3,0,6903,0,5,6,22,22,5,6,11759,2393,2393,11759,63,35
PARTIDA_0596_87006293,2025-11-03 08:41:37,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,3,0,7278,0,6,6,23,23,6,6,10385,3972,3972,10385,70,55
PARTIDA_0597_4e01e2dc,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",98,2,1,4619,1959,8,10,32,36,8,10,11146,7257,7257,11146,97,80
PARTIDA_0598_325c9ff0,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Más torres restantes",179,0,2,2900,7278,15,19,61,65,15,19,8117,15952,15952,8117,98,190
PARTIDA_0599_e6ea1deb,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",95,2,1,2259,1833,10,8,34,33,10,8,12924,9390,9390,12924,164,68
PARTIDA_0600_ac3950e3,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",56,0,3,0,6318,5,6,21,24,5,6,3392,11368,11368,3392,39,76
PARTIDA_0601_6eed0482,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",65,3,0,6774,0,7,7,26,25,7,7,11492,2521,2521,11492,84,54
PARTIDA_0602_6cb3d9b4,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",40,1,2,1959,2259,5,4,18,18,5,4,6837,6880,6880,6837,52,22
PARTIDA_0603_afe97b84,2025-11-03 08:41:37,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",61,2,1,4584,1959,7,7,25,25,7,7,10446,6020,6020,10446,53,58
PARTIDA_0604_aa2719a7,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",111,0,2,171,6078,10,12,39,42,10,12,5984,13493,13493,5984,77,140
PARTIDA_0605_e8710c6d,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",114,0,3,0,7278,10,11,40,42,10,11,6358,17875,17875,6358,85,198
PARTIDA_0606_fe2e6921,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",148,0,3,0,7278,16,12,51,50,16,12,6617,15325,15325,6617,98,119
PARTIDA_0607_c2476b65,2025-11-03 08:41:37,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",72,2,0,7038,1959,6,6,24,26,6,6,8153,4400,4400,8153,32,43
PARTIDA_0608_dd91bb21,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",38,2,0,7278,1959,4,4,16,16,4,4,7760,1846,1846,7760,19,20
PARTIDA_0609_a764d8a7,2025-11-03 08:41:37,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,0,6878,1359,6,7,25,24,6,7,9259,4384,4384,9259,67,59
